row.names.cor.mat.	AUC
TMEM168	TMEM168	-0.325083947162061
LOC100133638	LOC100133638	-0.325201621414195
LOC730184	LOC730184	-0.325226421505927
SH3RF3	SH3RF3	-0.325261846559652
AHCYL1	AHCYL1	-0.325272635479121
LOC642334	LOC642334	-0.325303063580553
SH3BGR	SH3BGR	-0.325313814602319
MMP25	MMP25	-0.325322053777974
HS.567192	HS.567192	-0.325324769731567
MIR218.2	MIR218.2	-0.325386998495447
SIAH2	SIAH2	-0.325447051630352
DMRT3	DMRT3	-0.325485084028678
ADAD1	ADAD1	-0.325494410195946
FLJ37644	FLJ37644	-0.325622030023395
C14ORF64	C14ORF64	-0.325632008378481
OR7D4	OR7D4	-0.325644136035635
LOC642799	LOC642799	-0.32568356801049
NACC2	NACC2	-0.325714035868606
TMEM178	TMEM178	-0.325751012966169
LOC649963	LOC649963	-0.325751824252632
OR5AP2	OR5AP2	-0.325780639874435
PFTK2	PFTK2	-0.325822395136209
C6ORF97	C6ORF97	-0.325826263008812
G6PD	G6PD	-0.325878159845737
LOC390213	LOC390213	-0.325895302485303
ARHGAP26	ARHGAP26	-0.32600601402265
MSI2	MSI2	-0.326010733765338
HS.232150	HS.232150	-0.326058693234568
TUBB2A	TUBB2A	-0.3260690142434
KCNT1	KCNT1	-0.326196277433553
INTS9	INTS9	-0.326233315830195
MXD1	MXD1	-0.326266843039643
PLEKHO1	PLEKHO1	-0.326312900961692
MIR548P	MIR548P	-0.326387463863223
BRSK2	BRSK2	-0.326463940314916
LOC647513	LOC647513	-0.32654234684754
LOC100130707	LOC100130707	-0.326578575787191
LOC642305	LOC642305	-0.326651351414044
ZNF517	ZNF517	-0.326654888911094
NLGN3	NLGN3	-0.326677716312412
MTRR	MTRR	-0.326741456274481
SH3RF2	SH3RF2	-0.326782552936929
LOC642684	LOC642684	-0.326862878224201
LOC646686	LOC646686	-0.326872239728341
HS.552332	HS.552332	-0.326944482502815
LOC642570	LOC642570	-0.326947288622601
LOC729905	LOC729905	-0.326962544792419
LOC645515	LOC645515	-0.326969170479296
LOC284288	LOC284288	-0.326977754965444
SLC25A39	SLC25A39	-0.327034153047728
STX10	STX10	-0.327146670039323
GTPBP8	GTPBP8	-0.32715810686275
COQ4	COQ4	-0.327193375412776
NUCKS1	NUCKS1	-0.327200112856301
LOC653039	LOC653039	-0.327264842162089
OTOP2	OTOP2	-0.327307221325931
KIAA1609	KIAA1609	-0.327369014694444
SPDYC	SPDYC	-0.327372765082564
LOC653759	LOC653759	-0.327487575631823
LOC653643	LOC653643	-0.327528278040059
PRAMEF3	PRAMEF3	-0.327539479969214
SEPP1	SEPP1	-0.327561580752631
CCDC38	CCDC38	-0.327567766796062
PSKH1	PSKH1	-0.327572736052229
MUSTN1	MUSTN1	-0.327581244726328
GLDN	GLDN	-0.327641797678947
SGOL1	SGOL1	-0.327682511197049
FLJ32784	FLJ32784	-0.327730988547623
LOC642720	LOC642720	-0.327800467776341
N.PAC	N.PAC	-0.327896742640974
TNNI1	TNNI1	-0.327907691932996
KIF23	KIF23	-0.327945165508356
CACNA1F	CACNA1F	-0.327972827254219
LOC645174	LOC645174	-0.327985040291858
MSTO2P	MSTO2P	-0.328010555382016
LOC647535	LOC647535	-0.328017961178904
CBL	CBL	-0.328077593197449
HS.164409	HS.164409	-0.328077937145761
LOC650687	LOC650687	-0.328097583840502
IL12A	IL12A	-0.328100462743435
HS.544849	HS.544849	-0.328119935584505
LOC649139	LOC649139	-0.32812967271724
NLRP9	NLRP9	-0.328134887998382
LOC100132469	LOC100132469	-0.328169610629214
ZNF663	ZNF663	-0.328238528810391
DEFB117	DEFB117	-0.328242626632313
CXCL2	CXCL2	-0.328276032813974
FBXO6	FBXO6	-0.328300867544936
LOC649942	LOC649942	-0.328358192716195
LOC642606	LOC642606	-0.328378288456014
LEPROT	LEPROT	-0.328380553921015
HS.561599	HS.561599	-0.328414149029447
MGC50722	MGC50722	-0.328465537498532
MYL9	MYL9	-0.328472264094893
TGM6	TGM6	-0.328486519790548
LOC647551	LOC647551	-0.328536427136451
LOC100131960	LOC100131960	-0.32856887987887
CHURC1	CHURC1	-0.328579791500036
PHC3	PHC3	-0.328664650720595
LOC729080	LOC729080	-0.328715843576049
FTL	FTL	-0.32871639026007
LOC731631	LOC731631	-0.328766165865081
LOC100129866	LOC100129866	-0.328781980316493
DNAJC7	DNAJC7	-0.328824355070138
IL12RB2	IL12RB2	-0.328828819793273
SLC24A1	SLC24A1	-0.328870139734853
RARA	RARA	-0.328902360219784
ATE1	ATE1	-0.328904449653341
VEGFA	VEGFA	-0.328905660016076
SLC19A1	SLC19A1	-0.328976471677526
AMIGO3	AMIGO3	-0.328998017815633
GOLGA6A	GOLGA6A	-0.328999740724133
NR1H2	NR1H2	-0.329049483610033
LOC642592	LOC642592	-0.329088084883551
HS.233165	HS.233165	-0.329114608647425
PNMA5	PNMA5	-0.32913423225451
KIAA0251	KIAA0251	-0.329143460293776
HS.146586	HS.146586	-0.329166911163656
ITPRIP	ITPRIP	-0.329190280104194
LOC338799	LOC338799	-0.329195780923349
RGS2	RGS2	-0.329249084972302
SUV39H2	SUV39H2	-0.329294957790491
LOC642009	LOC642009	-0.329316028034607
SNORA80	SNORA80	-0.329329016271349
HLA.DQB1	HLA.DQB1	-0.329467384919964
LOC652456	LOC652456	-0.329482024778772
TAF7L	TAF7L	-0.329557520786015
HS.511717	HS.511717	-0.329614659151677
FLJ20718	FLJ20718	-0.329620212767211
NUPR1	NUPR1	-0.329631660862057
C16ORF45	C16ORF45	-0.329660263157909
BRWD1	BRWD1	-0.329674221463752
TSC22D1	TSC22D1	-0.329684493121541
LOC340888	LOC340888	-0.329804071144962
ATP2C2	ATP2C2	-0.329884221575323
TSPYL2	TSPYL2	-0.32997254573121
SLC22A4	SLC22A4	-0.330025152207974
SLC30A6	SLC30A6	-0.330115655254659
LOC645489	LOC645489	-0.330128814332117
LOC651123	LOC651123	-0.330160163497154
VGF	VGF	-0.330191542315418
CCDC21	CCDC21	-0.330257028353151
SEMA4A	SEMA4A	-0.330299384537474
TAS2R45	TAS2R45	-0.330299640324844
FLJ32310	FLJ32310	-0.330442365538386
FAM153C	FAM153C	-0.330458840387247
MIR299	MIR299	-0.330476559439475
AR	AR	-0.330485942025132
CRYGS	CRYGS	-0.330508103685635
UBXN11	UBXN11	-0.330523386046133
SYT16	SYT16	-0.330619229974774
LOC100131094	LOC100131094	-0.330677821532206
CCNYL1	CCNYL1	-0.330682984103329
DOCK2	DOCK2	-0.330723159664902
TULP2	TULP2	-0.330806083163383
C21ORF122	C21ORF122	-0.330833339763098
YOD1	YOD1	-0.330841994156178
DBF4B	DBF4B	-0.330850172849624
LOC730185	LOC730185	-0.330866267363925
MR1	MR1	-0.330894009433953
STEAP4	STEAP4	-0.331015602113954
LOC727865	LOC727865	-0.331033886537698
LOC728743	LOC728743	-0.33104499891047
LOC651398	LOC651398	-0.331099224242032
LOC391092	LOC391092	-0.331146525145178
SCXA	SCXA	-0.331172591775098
FTH1	FTH1	-0.331181547409559
WDR38	WDR38	-0.331209771638917
LOC648050	LOC648050	-0.331216663456408
GIT2	GIT2	-0.331287336049583
LOC641805	LOC641805	-0.331292004553669
NLRC4	NLRC4	-0.331304063929162
SLC6A7	SLC6A7	-0.331310344728324
SPANXA1	SPANXA1	-0.33131839816224
ERO1L	ERO1L	-0.331320114286664
SAPS2	SAPS2	-0.331351744283916
LOC642935	LOC642935	-0.331379758152719
LTB4R	LTB4R	-0.331392984663109
LOC645159	LOC645159	-0.331402622615233
FOXJ1	FOXJ1	-0.331421939855754
ACSL6	ACSL6	-0.331430551289784
LOC643496	LOC643496	-0.331617221455235
HS.562435	HS.562435	-0.33163755233369
HS.584216	HS.584216	-0.331805751409152
LOC652819	LOC652819	-0.331866398509473
LOC729090	LOC729090	-0.331910117780853
LOC652046	LOC652046	-0.331917139103495
HSPC072	HSPC072	-0.331917324015863
CMPK2	CMPK2	-0.331921907679552
LOC391817	LOC391817	-0.331942192676944
DPP8	DPP8	-0.331955904456134
UQCRFS1	UQCRFS1	-0.331973388052271
OR7D2	OR7D2	-0.331978090105181
TSLP	TSLP	-0.3320211674372
CTAGE4	CTAGE4	-0.332024343431386
CDC73	CDC73	-0.332101439843113
HCLS1	HCLS1	-0.332111676203881
LOC100128667	LOC100128667	-0.332170560400394
EIF2C1	EIF2C1	-0.332190352427275
LOC649639	LOC649639	-0.332334095643393
HS.99472	HS.99472	-0.332349952314138
WDR72	WDR72	-0.332356621626373
HS.579409	HS.579409	-0.332370646319115
LOC727951	LOC727951	-0.332440349593846
C5ORF28	C5ORF28	-0.332442855454348
LRRC16B	LRRC16B	-0.332505797717169
LOC650767	LOC650767	-0.33252886022152
LOC728193	LOC728193	-0.332548516610208
LOC729700	LOC729700	-0.33255715392509
HS.144809	HS.144809	-0.332561559672543
LOC730121	LOC730121	-0.332657895096539
FLII	FLII	-0.332678741264717
BYSL	BYSL	-0.33268623784589
KRTAP19.5	KRTAP19.5	-0.332704499505498
LOC652683	LOC652683	-0.332719128410944
VSX1	VSX1	-0.332863084599312
BAZ1A	BAZ1A	-0.332892475317565
SNORA63	SNORA63	-0.33291131736866
LOC653119	LOC653119	-0.332980243192598
LOC728873	LOC728873	-0.332993698584268
MORG1	MORG1	-0.333073733006435
LOC728153	LOC728153	-0.333306163772299
LOC440359	LOC440359	-0.33330719210514
LOC100128469	LOC100128469	-0.333316146022375
CA2	CA2	-0.3333905018891
YWHAE	YWHAE	-0.333394601229238
HS.133257	HS.133257	-0.333417050973034
CYP2B7P1	CYP2B7P1	-0.333537608513228
LOC644360	LOC644360	-0.333543440681044
CDH6	CDH6	-0.333554104434573
AMELY	AMELY	-0.333572795192121
ODC1	ODC1	-0.333655447287498
LOC731605	LOC731605	-0.333668768095182
TYMP	TYMP	-0.33374644764972
LOC728889	LOC728889	-0.333748893109295
ZBTB37	ZBTB37	-0.333781737647342
LOC648987	LOC648987	-0.333785642855912
LOC649470	LOC649470	-0.333972942681794
TCN2	TCN2	-0.334053540469552
VSX2	VSX2	-0.334081720374084
ZNF394	ZNF394	-0.334129212295916
NAGA	NAGA	-0.334133013207505
SLC22A23	SLC22A23	-0.334171582482623
NUP93	NUP93	-0.334190683406859
MGC3731	MGC3731	-0.334254074116487
SENP1	SENP1	-0.334310020756582
CHST15	CHST15	-0.334317341135569
LOC441436	LOC441436	-0.334326195279403
LOC730378	LOC730378	-0.3343279733078
ISYNA1	ISYNA1	-0.334406070061097
ZFP62	ZFP62	-0.334421424625646
FUCA1	FUCA1	-0.334429019687502
KCTD11	KCTD11	-0.334436205449804
CASP9	CASP9	-0.334499211309228
SIRPD	SIRPD	-0.334513579086788
LOC653905	LOC653905	-0.334595174350712
NXNL2	NXNL2	-0.334734486792246
FSIP1	FSIP1	-0.334764103101607
PKP1	PKP1	-0.334781901545452
SHROOM1	SHROOM1	-0.334933249592166
SPATA21	SPATA21	-0.334933322206256
HTR5A	HTR5A	-0.334994064128518
GABPB2	GABPB2	-0.33507011856319
CXCR1	CXCR1	-0.335142835332465
EDN1	EDN1	-0.335244978026892
NME6	NME6	-0.335441851296911
HS.567184	HS.567184	-0.33544277527163
LOC440061	LOC440061	-0.335477273385437
LOC652330	LOC652330	-0.3355227200203
C10ORF40	C10ORF40	-0.335564623544686
GUSBL1	GUSBL1	-0.335705682505705
LOC729028	LOC729028	-0.335739076590519
C6ORF221	C6ORF221	-0.335766140378084
MYF5	MYF5	-0.335790475324585
NFIL3	NFIL3	-0.335823329804914
OR4S1	OR4S1	-0.335857447815841
GEM	GEM	-0.335929053817248
HS.282153	HS.282153	-0.335996389897967
TMEM104	TMEM104	-0.336032340992814
RNU6ATAC	RNU6ATAC	-0.336044171468372
LOC391764	LOC391764	-0.336056631560835
CSF1	CSF1	-0.336062502956969
ST8SIA6	ST8SIA6	-0.336086583506508
WTAP	WTAP	-0.336088912287579
RHOG	RHOG	-0.336284028378275
KIAA1024	KIAA1024	-0.336314909213271
PPFIA2	PPFIA2	-0.336381923975847
VNN1	VNN1	-0.336548689385088
LOC441958	LOC441958	-0.33659996555952
FAM22C	FAM22C	-0.33660988879823
ADAMTS6	ADAMTS6	-0.336631225186307
LOC729684	LOC729684	-0.336654471531871
LOC731602	LOC731602	-0.33675668420444
C9ORF71	C9ORF71	-0.336819530442186
LOC648749	LOC648749	-0.336911051116386
GATA6	GATA6	-0.336978759063322
LOC100133890	LOC100133890	-0.337094198928143
HS.545887	HS.545887	-0.337134928079922
LOC652265	LOC652265	-0.337152045022773
FAM25G	FAM25G	-0.33719727188988
ZNF600	ZNF600	-0.337238813327291
SYK	SYK	-0.337281379086784
HS.561418	HS.561418	-0.337318932671381
TYROBP	TYROBP	-0.337333775862877
VMAC	VMAC	-0.337363208021888
ZNF185	ZNF185	-0.337390381255285
HS.245812	HS.245812	-0.337392386137419
RASSF4	RASSF4	-0.33748428443002
OR2AG2	OR2AG2	-0.337500638123165
RTN3	RTN3	-0.337526594329747
KCNC1	KCNC1	-0.337530178991892
ODF3L1	ODF3L1	-0.337530796819527
CHRDL2	CHRDL2	-0.337542797249603
LOC100130652	LOC100130652	-0.337614894327508
KCNF1	KCNF1	-0.337715904802196
LOC650498	LOC650498	-0.337825623428249
FLJ25715	FLJ25715	-0.337841017092124
PPIAP19	PPIAP19	-0.337843134037923
DMBT1	DMBT1	-0.337857104535694
LGALS3BP	LGALS3BP	-0.337865850727042
DECR1	DECR1	-0.337866257569911
HS.516729	HS.516729	-0.337913663470731
MIR190B	MIR190B	-0.33794471766284
LOC646038	LOC646038	-0.337960193427744
LOC644024	LOC644024	-0.338039924945951
TMEM17	TMEM17	-0.338119324080396
PCK2	PCK2	-0.338130035461486
LOC441426	LOC441426	-0.338186798135644
ZNF691	ZNF691	-0.338188029159738
OR6A2	OR6A2	-0.338196634642508
LOC727756	LOC727756	-0.338318585951188
PKN2	PKN2	-0.338324404167593
CCDC27	CCDC27	-0.338370726838321
LOC642035	LOC642035	-0.338430455970671
CNTNAP3B	CNTNAP3B	-0.338447640437337
ZFP64	ZFP64	-0.338470441082704
SERPINB5	SERPINB5	-0.338475723928021
LOC652204	LOC652204	-0.338561382238102
LOC651769	LOC651769	-0.338709354765139
SP2	SP2	-0.338773061490154
DCAF6	DCAF6	-0.338840868744385
MMP9	MMP9	-0.33895226182456
CANT1	CANT1	-0.339055013885313
LOC441066	LOC441066	-0.339104876223946
TMEM196	TMEM196	-0.339414669522889
KIF4B	KIF4B	-0.339466346336591
OR2M4	OR2M4	-0.339482850279129
RBPMS2	RBPMS2	-0.339504920656196
FAM7A1	FAM7A1	-0.339522156988112
PRR20D	PRR20D	-0.339572788734763
HS.195721	HS.195721	-0.339585305171491
MAGEC3	MAGEC3	-0.339757218712763
MFN2	MFN2	-0.339782390225751
LOC648984	LOC648984	-0.339856367876569
LOC651536	LOC651536	-0.339951499722149
SUOX	SUOX	-0.340018390945471
LOC375295	LOC375295	-0.340020009535249
CAPN12	CAPN12	-0.340031896632351
ATP2B3	ATP2B3	-0.340056153776569
KRTAP17.1	KRTAP17.1	-0.340076401401564
FLJ46010	FLJ46010	-0.340100106563794
FAM12B	FAM12B	-0.340144064932803
TIMM8B	TIMM8B	-0.340151763655395
MIR505	MIR505	-0.340153322132394
CECR6	CECR6	-0.340160000916534
PWWP2	PWWP2	-0.340290369802244
DNASE1	DNASE1	-0.340316601672378
PFKFB1	PFKFB1	-0.340328298967865
LOC645362	LOC645362	-0.340371972480255
LRDD	LRDD	-0.340414998629659
LOC100129878	LOC100129878	-0.340524137549969
ZNF549	ZNF549	-0.340534758221183
SLC23A1	SLC23A1	-0.340591389431237
FBXO41	FBXO41	-0.340667371533607
KIF3C	KIF3C	-0.340686150655129
CXORF55	CXORF55	-0.340704189044288
KIAA0226	KIAA0226	-0.340821479131664
DNAJC11	DNAJC11	-0.340835541556863
CFI	CFI	-0.340876103378672
LOC730994	LOC730994	-0.34090044449088
LOC648982	LOC648982	-0.340935202022596
HCRTR2	HCRTR2	-0.340954115045604
ALKBH5	ALKBH5	-0.340964568776557
TTC8	TTC8	-0.340984436232994
GRAMD1B	GRAMD1B	-0.340996507874786
MIR152	MIR152	-0.341133560189623
MARK2	MARK2	-0.341231861652223
MPZ	MPZ	-0.3412318947344
AKR7A3	AKR7A3	-0.341256140587249
HS.579025	HS.579025	-0.341280983440066
LOC100131225	LOC100131225	-0.341294485053351
AIF1	AIF1	-0.341359003120314
PHYHD1	PHYHD1	-0.341401848378131
TNFAIP2	TNFAIP2	-0.341512952977207
MIR184	MIR184	-0.341589667406942
LOC100134182	LOC100134182	-0.341601084727749
LOC644056	LOC644056	-0.341610935061401
LOC283152	LOC283152	-0.341627835677529
LOC653043	LOC653043	-0.341644965763612
C7ORF61	C7ORF61	-0.341647021840874
TCF4	TCF4	-0.341661187849324
GABBR1	GABBR1	-0.341700372914226
CDKN1C	CDKN1C	-0.34174121643689
TMEM145	TMEM145	-0.341790726621599
ALOX5AP	ALOX5AP	-0.341878136865409
ABHD12	ABHD12	-0.341878863037012
CYP3A43	CYP3A43	-0.341880564349541
LOC440871	LOC440871	-0.341942457208101
LOC653605	LOC653605	-0.341942877267821
LOC728729	LOC728729	-0.341966559394061
PLEKHA2	PLEKHA2	-0.34198225074021
LOC649151	LOC649151	-0.342058661148102
PLXDC2	PLXDC2	-0.342140080709311
LOC100129668	LOC100129668	-0.342160267575806
HS.565857	HS.565857	-0.3422173974352
LOC646638	LOC646638	-0.342219309697026
RNF115	RNF115	-0.342263618147131
SLC38A1	SLC38A1	-0.342274858751253
LOC402360	LOC402360	-0.342322514704796
BCAR4	BCAR4	-0.342402210352614
LOC642219	LOC642219	-0.342416006787847
FGR	FGR	-0.342444059272444
TMEM47	TMEM47	-0.342472556674908
RBMY1D	RBMY1D	-0.342473356224458
HEATR5A	HEATR5A	-0.342486850106266
HS.409512	HS.409512	-0.342529941363544
SAMD13	SAMD13	-0.342566677801171
LOC653310	LOC653310	-0.342610418583618
LOC729393	LOC729393	-0.342619832539858
C2ORF58	C2ORF58	-0.342632183544194
LOC100134675	LOC100134675	-0.342666463696164
HS.559766	HS.559766	-0.342673068776568
ZNF682	ZNF682	-0.342765664607682
LOC642775	LOC642775	-0.342830962467373
MURC	MURC	-0.342848327745556
LOC728876	LOC728876	-0.342853677114536
PLA2G1B	PLA2G1B	-0.342903744012075
HS.130178	HS.130178	-0.342930973995454
E4F1	E4F1	-0.342944586565416
HS.496897	HS.496897	-0.342992194915446
LRCH3	LRCH3	-0.343004153024209
HADHB	HADHB	-0.343024940983247
ATP6V1E1	ATP6V1E1	-0.343077892026146
SLC16A3	SLC16A3	-0.343087315332683
LOC285908	LOC285908	-0.34322128211414
LOC730684	LOC730684	-0.343288122024157
ZDHHC18	ZDHHC18	-0.343379750923005
LOC100134052	LOC100134052	-0.34339488230041
LOC650373	LOC650373	-0.34341966975079
MCF2L	MCF2L	-0.343474705103482
LOC440396	LOC440396	-0.343595145139671
TERF1	TERF1	-0.34362011253122
MIR196A1	MIR196A1	-0.343624709607745
PHLPP1	PHLPP1	-0.343651907042425
LOC100133142	LOC100133142	-0.343655253219835
C1ORF183	C1ORF183	-0.343656061848705
LOC653874	LOC653874	-0.343665735229019
TMEM158	TMEM158	-0.343681995529151
TDRG1	TDRG1	-0.343781810991032
FAM175A	FAM175A	-0.343789099465754
LOC392435	LOC392435	-0.343857911369526
HS.582097	HS.582097	-0.344025704627313
LOC644268	LOC644268	-0.344046638957437
SPI1	SPI1	-0.344077966433844
NFE2L2	NFE2L2	-0.344150468863026
MFSD5	MFSD5	-0.34418669973344
PDLIM7	PDLIM7	-0.344188417882826
HSPB8	HSPB8	-0.344202804441028
SDC2	SDC2	-0.344225399744412
LOC100133739	LOC100133739	-0.34425151312438
CHMP1B	CHMP1B	-0.344374589375152
LOC100128096	LOC100128096	-0.344425287926942
LOC730086	LOC730086	-0.344502346204683
FBN2	FBN2	-0.344544766662262
LOC650543	LOC650543	-0.34454994599413
LOC100128410	LOC100128410	-0.34469300078106
FOXK2	FOXK2	-0.344723670545309
DLEU7	DLEU7	-0.344742608748614
CYP21A2	CYP21A2	-0.344765774184023
KIAA1715	KIAA1715	-0.344766674947018
HS.134634	HS.134634	-0.344797231976458
C2ORF3	C2ORF3	-0.344812467510118
LOC653340	LOC653340	-0.344814294424243
ARL10	ARL10	-0.344822578189523
LOC645797	LOC645797	-0.344865646528751
P2RY13	P2RY13	-0.344879818446105
LOC440508	LOC440508	-0.344935179549488
FLJ36144	FLJ36144	-0.34496274449683
SPTBN5	SPTBN5	-0.344995615310615
LTA4H	LTA4H	-0.344998660872703
LOC643720	LOC643720	-0.344999211039374
PSG3	PSG3	-0.345031998221
TUBB1	TUBB1	-0.345048592589531
LRRTM1	LRRTM1	-0.345068697336398
PCDHGB8P	PCDHGB8P	-0.345112070343045
LOC644456	LOC644456	-0.345112758139652
CTSS	CTSS	-0.345144874697466
CSF2RB	CSF2RB	-0.34523070336927
CXORF21	CXORF21	-0.345254118944665
PRKD3	PRKD3	-0.345282276867424
TREML3	TREML3	-0.345295047171101
SUMF1	SUMF1	-0.345310045778726
BRWD3	BRWD3	-0.345447947722693
LOC652665	LOC652665	-0.345448150084432
LOC100190986	LOC100190986	-0.345494476098708
NUDT3	NUDT3	-0.345506574625779
LOC644652	LOC644652	-0.345534511763412
ANUBL1	ANUBL1	-0.345579026171777
KIAA0889	KIAA0889	-0.345632735782799
SIRT5	SIRT5	-0.345723838753175
NUP62	NUP62	-0.34579323178054
KLK6	KLK6	-0.345834905889319
CUGBP1	CUGBP1	-0.345854935507849
LOC442229	LOC442229	-0.345863892298891
TMEFF2	TMEFF2	-0.345917172403248
LOC645669	LOC645669	-0.345921839216096
LOC402176	LOC402176	-0.345980599108642
MGC35030	MGC35030	-0.345985378450832
SAT1	SAT1	-0.346046418057503
PRICKLE3	PRICKLE3	-0.346046580993144
POLI	POLI	-0.346084029119105
KIAA1467	KIAA1467	-0.346107692431894
TREH	TREH	-0.346130309395578
C9ORF72	C9ORF72	-0.346213357642915
DCUN1D2	DCUN1D2	-0.346220286304604
AGTRAP	AGTRAP	-0.346227281274775
LOC643930	LOC643930	-0.34624595772391
LOC646155	LOC646155	-0.346312630143524
LOC100128505	LOC100128505	-0.346339740923682
SRD5A1	SRD5A1	-0.346392099587933
HIATL1	HIATL1	-0.346416500595986
MIR2117	MIR2117	-0.346418153587288
OSAP	OSAP	-0.346423690486527
CST2	CST2	-0.34648241280657
STOX1	STOX1	-0.346526394751289
SNORA7B	SNORA7B	-0.346556991202415
LOC649238	LOC649238	-0.346632866260391
LOC164380	LOC164380	-0.346655325727959
LOC402232	LOC402232	-0.34665810199171
NDUFA4L2	NDUFA4L2	-0.346840560509443
HS.544069	HS.544069	-0.346851412942843
CD63	CD63	-0.346974028680953
FABP2	FABP2	-0.347053864110948
DCAMKL3	DCAMKL3	-0.347114331876104
LOC100132475	LOC100132475	-0.347124664490741
HS.543987	HS.543987	-0.34714717977792
LOC344165	LOC344165	-0.347254615706282
PTPRD	PTPRD	-0.34729119112051
C8ORF48	C8ORF48	-0.34730573481223
LOC100131972	LOC100131972	-0.347330837518832
TRIM38	TRIM38	-0.347387184276286
LOC100131064	LOC100131064	-0.347449837619327
MIR877	MIR877	-0.34750587416019
LOC642506	LOC642506	-0.347513068285863
ZNF510	ZNF510	-0.347547877886453
LOC100132815	LOC100132815	-0.347580966276797
LOC731074	LOC731074	-0.347590809953481
LOC727839	LOC727839	-0.347592253138525
KRTAP4.4	KRTAP4.4	-0.34760343308183
CRYGA	CRYGA	-0.347635329728745
DGKG	DGKG	-0.347645834813812
ICAM3	ICAM3	-0.34767887914778
RAPGEF5	RAPGEF5	-0.347808477855249
LOC441546	LOC441546	-0.347811516212703
TOR1A	TOR1A	-0.347827182180883
RBM4B	RBM4B	-0.347896933623372
LOC731338	LOC731338	-0.347929700695061
HGF	HGF	-0.347944607044827
HS.525015	HS.525015	-0.347990840040571
HLA.DRB3	HLA.DRB3	-0.34800045676248
ST3GAL2	ST3GAL2	-0.348018217103064
RAB3B	RAB3B	-0.348045993670948
HS.571967	HS.571967	-0.348232693574157
GPR109B	GPR109B	-0.348245744679555
PCDHA10	PCDHA10	-0.34829129618219
TDRD9	TDRD9	-0.348300676547438
C19ORF54	C19ORF54	-0.348357233932696
RGS21	RGS21	-0.348394569519964
LOC649112	LOC649112	-0.348435995081918
DCN	DCN	-0.348439426935021
LOC100132884	LOC100132884	-0.34846144877135
C5ORF4	C5ORF4	-0.348486583172969
LOC389223	LOC389223	-0.348538080684931
KHNYN	KHNYN	-0.348658657935787
HS.567472	HS.567472	-0.348676033329896
LOC100128476	LOC100128476	-0.348785534488198
PROKR1	PROKR1	-0.348811649223723
HS.25555	HS.25555	-0.348891839990685
SCAP	SCAP	-0.348901291127834
FLJ25169	FLJ25169	-0.34891156187712
HS.547293	HS.547293	-0.348976648128001
EGLN3	EGLN3	-0.349030206994401
RBP3	RBP3	-0.349041223812047
C9ORF91	C9ORF91	-0.349138075745952
LOC646401	LOC646401	-0.34915510982064
EIF2B4	EIF2B4	-0.349225594642485
CD300E	CD300E	-0.349230224916494
PSG1	PSG1	-0.349424737329874
LOC653094	LOC653094	-0.349430692355564
LILRB1	LILRB1	-0.349445982057955
MIR425	MIR425	-0.349601528298712
HS.563605	HS.563605	-0.349664455184994
HS.584678	HS.584678	-0.349710558997649
HS.201858	HS.201858	-0.349732317672856
SNAP23	SNAP23	-0.349776149437719
HEMGN	HEMGN	-0.349784007253605
PSTPIP1	PSTPIP1	-0.349784115155676
KLF14	KLF14	-0.349946535967922
FLJ16331	FLJ16331	-0.350016743218075
OTP	OTP	-0.350066560721708
KCNAB1	KCNAB1	-0.35010493148757
PLEKHA5	PLEKHA5	-0.35011880539785
GAPDHL6	GAPDHL6	-0.350170663018822
HS.584144	HS.584144	-0.350176069570959
CEBPA	CEBPA	-0.350278881248158
HS.566479	HS.566479	-0.350285929310445
RAXL1	RAXL1	-0.350389948762619
CLCN7	CLCN7	-0.35044866993124
FAM197Y2	FAM197Y2	-0.350450128469162
LOC643750	LOC643750	-0.350460678418505
RPRC1	RPRC1	-0.350541930226074
FAM135A	FAM135A	-0.350546478709051
IL13RA2	IL13RA2	-0.35061100747171
FLJ13197	FLJ13197	-0.35069151244333
MEOX2	MEOX2	-0.350703422663873
MIR634	MIR634	-0.350731395360437
BCL2L10	BCL2L10	-0.350785227369102
LRRC23	LRRC23	-0.350870930400611
ZNF275	ZNF275	-0.350912981399135
LOC644917	LOC644917	-0.350932489201759
HNRNPA1L2	HNRNPA1L2	-0.350940309199379
NCF1	NCF1	-0.350985925196433
LOC731714	LOC731714	-0.351004163018069
TMPRSS5	TMPRSS5	-0.35120021474906
NAPG	NAPG	-0.351207486156893
FAM24A	FAM24A	-0.351225416589704
LOC441070	LOC441070	-0.351317998050392
INTS3	INTS3	-0.351366503619814
LOC651315	LOC651315	-0.351547558728712
HS.583801	HS.583801	-0.351596699748275
MIR1277	MIR1277	-0.351616978168677
C1ORF53	C1ORF53	-0.351644961412279
CD46	CD46	-0.351655993648177
PYDC1	PYDC1	-0.351695194614691
GNAI2	GNAI2	-0.351696488426574
LOC129870	LOC129870	-0.351778312173868
LOC646784	LOC646784	-0.351784290265719
BRD1	BRD1	-0.35189035537248
LOC100133840	LOC100133840	-0.351913881844522
NUBP2	NUBP2	-0.351939593988178
HS.574095	HS.574095	-0.351984753825834
HS.583755	HS.583755	-0.351987924868997
RAB24	RAB24	-0.352042911007018
LPGAT1	LPGAT1	-0.35207046939752
HS.274526	HS.274526	-0.352082759877838
TMEM166	TMEM166	-0.352154766789905
LOC653437	LOC653437	-0.35219098661287
